"state","county","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
WI,"Grant",47.2,88,0.9,46.3
WI,"Green",47.5,95,1.3,46.2
WI,"Green Lake",46.0,103,1.6,44.4
WI,"Iowa",46.9,101,1.5,45.4
WI,"Iron",39.2,85,0.7,38.5
WI,"Jackson",44.5,105,1.7,42.8
WI,"Jefferson",47.5,101,1.4,46.1
WI,"Juneau",45.2,104,1.6,43.6
WI,"Kenosha",48.9,106,1.7,47.2
WI,"Kewaunee",45.0,108,2.2,42.8
WI,"La Crosse",45.8,96,1.2,44.6
WI,"Lafayette",47.4,98,1.5,45.9
WI,"Langlade",41.2,104,1.7,39.5
WI,"Lincoln",41.3,98,1.4,39.9
WI,"Manitowoc",45.6,108,2.2,43.4
WI,"Marathon",43.0,108,1.9,41.1
WI,"Marinette",42.9,101,1.6,41.3
WI,"Marquette",46.0,105,1.7,44.3
WI,"Menominee",43.4,108,2.3,41.1
WI,"Milwaukee",48.4,109,2.0,46.4
WI,"Monroe",44.4,91,1.0,43.4
WI,"Oconto",43.8,106,2.0,41.8
WI,"Oneida",39.7,84,0.7,39
WI,"Outagamie",45.7,109,2.4,43.3
WI,"Ozaukee",46.8,104,1.7,45.1
WI,"Pepin",45.1,91,1.2,43.9
WI,"Pierce",44.7,95,1.4,43.3
WI,"Polk",43.1,102,1.5,41.6
WI,"Portage",44.6,108,2.1,42.5
WI,"Price",40.5,96,1.4,39.1
WI,"Racine",48.3,103,1.6,46.7
WI,"Richland",46.5,100,1.4,45.1
WI,"Rock",47.9,94,1.2,46.7
WI,"Rusk",42.2,96,1.4,40.8
WI,"St. Croix",44.1,99,1.4,42.7
WI,"Sauk",46.5,105,1.8,44.7
WI,"Sawyer",40.9,102,1.7,39.2
WI,"Shawano",44.4,110,2.6,41.8
WI,"Sheboygan",46.1,104,1.9,44.2
WI,"Taylor",41.8,99,1.5,40.3
WI,"Trempealeau",45.2,102,1.6,43.6
WI,"Vernon",45.5,91,1.1,44.4
WI,"Vilas",38.9,84,0.6,38.3
WI,"Walworth",47.8,98,1.4,46.4
WI,"Washburn",41.4,101,1.4,40
WI,"Washington",45.9,101,1.3,44.6
WI,"Waukesha",47.2,102,1.6,45.6
WI,"Waupaca",45.4,109,2.4,43
WI,"Waushara",45.4,107,2.0,43.4
WI,"Winnebago",46.3,109,2.1,44.2
WI,"Wood",44.1,103,1.6,42.5
WY,"Albany",41.6,112,2.2,39.4
WY,"Big Horn",44.1,114,2.6,41.5
WY,"Campbell",45.3,103,1.7,43.6
WY,"Carbon",42.3,111,2.0,40.3
WY,"Converse",45.0,103,1.3,43.7
WY,"Crook",44.6,100,1.5,43.1
WY,"Fremont",41.1,99,1.3,39.8
WY,"Goshen",48.2,113,2.3,45.9
WY,"Hot Springs",43.7,97,1.3,42.4
WY,"Johnson",44.0,99,1.4,42.6
WY,"Laramie",46.7,111,2.4,44.3
WY,"Lincoln",38.7,101,1.5,37.2
WY,"Natrona",44.0,98,1.3,42.7
WY,"Niobrara",45.8,91,1.0,44.8
WY,"Park",39.4,110,1.9,37.5
WY,"Platte",47.3,108,2.0,45.3
WY,"Sheridan",43.7,105,2.0,41.7
WY,"Sublette",35.9,97,1.1,34.8
WY,"Sweetwater",42.0,95,1.2,40.8
WY,"Teton",35.7,106,1.3,34.4
WY,"Uinta",40.3,95,1.1,39.2
WY,"Washakie",45.0,102,1.5,43.5
WY,"Weston",45.1,99,1.4,43.7
AK,"Aleutians East Borough",39.4,87,2.8,36.6
AK,"Aleutians West Census Area",39.5,83,1.6,37.9
AK,"Anchorage Municipality",32.7,64,1.2,31.5
AK,"Bethel Census Area",31.4,80,2.2,29.2
AK,"Bristol Bay Borough",36.0,67,1.7,34.3
AK,"Denali Borough",26.2,62,0.9,25.3
AK,"Dillingham Census Area",34.3,79,2.4,31.9
AK,"Fairbanks North Star Borough",26.7,50,0.3,26.4
AK,"Haines Borough",34.2,67,1.1,33.1
AK,"Hoonah-Angoon Census Area",37.6,75,1.3,36.3
AK,"Juneau City and Borough",34.4,64,1.0,33.4
AK,"Kenai Peninsula Borough",34.1,74,2.0,32.1
AK,"Ketchikan Gateway Borough",40.2,55,0.4,39.8
AK,"Kodiak Island Borough",39.2,85,2.6,36.6
AK,"Kusilvak Census Area",30.0,73,1.9,28.1
AK,"Lake and Peninsula Borough",35.8,75,1.9,33.9
AK,"Matanuska-Susitna Borough",29.1,65,1.2,27.9
AK,"Nome Census Area",26.1,79,2.6,23.5
AK,"North Slope Borough",15.6,72,2.3,13.3
AK,"Northwest Arctic Borough",22.9,75,2.4,20.5
AK,"Petersburg Borough",36.6,58,0.8,35.8
AK,"Prince of Wales-Hyder Census Area",42.9,55,0.6,42.3
AK,"Sitka City and Borough",41.0,78,1.5,39.5
AK,"Skagway Municipality",31.4,74,1.3,30.1
AK,"Southeast Fairbanks Census Area",24.1,51,0.4,23.7
AK,"Valdez-Cordova Census Area",27.5,69,1.4,26.1
AK,"Wrangell City and Borough",39.9,58,0.6,39.3
AK,"Yakutat City and Borough",33.9,77,1.9,32
AK,"Yukon-Koyukuk Census Area",24.9,61,1.1,23.8
