state,county,value_in_inches,rank,anomlay_1901_to_2000,mean_1901_to_2000
TN,Stewart,61.94,114,12.1,49.84
TN,Sullivan,62.82,125,18.9,43.92
TN,Sumner,67.33,121,17.19,50.14
TN,Tipton,56.75,91,6.61,50.14
TN,Trousdale,66.84,122,15.01,51.83
TN,Unicoi,66.35,125,17.59,48.76
TN,Union,69.25,123,19.81,49.44
TN,Van Buren,76.95,125,22.33,54.62
TN,Warren,77.11,125,23.36,53.75
TN,Washington,61.68,125,17.52,44.16
TN,Wayne,76.92,124,22.92,54
TN,Weakley,62.85,110,12.33,50.52
TN,White,73.55,124,19.27,54.28
TN,Williamson,62.27,114,12.25,50.02
TN,Wilson,67.39,118,15.86,51.53
TX,Anderson,47.63,96,6.21,41.42
TX,Andrews,9.12,13,-5.53,14.65
TX,Angelina,43.7,39,-4.77,48.47
TX,Aransas,25.62,32,-8.07,33.69
TX,Archer,40.1,119,12.48,27.62
TX,Armstrong,14.39,13,-6.47,20.86
TX,Atascosa,22.88,42,-3.73,26.61
TX,Austin,37.15,45,-3.82,40.97
TX,Bailey,9.74,5,-7.67,17.41
TX,Bandera,22.79,30,-7.02,29.81
TX,Bastrop,32.38,50,-2.6,34.98
TX,Baylor,31.93,104,6.43,25.5
TX,Bee,27.4,51,-2.73,30.13
TX,Bell,30.51,48,-2.41,32.92
TX,Bexar,21.26,25,-8.37,29.63
TX,Blanco,30.51,59,-0.47,30.98
TX,Borden,16.58,44,-2.26,18.84
TX,Bosque,35.59,81,3.44,32.15
TX,Bowie,61.8,115,14.25,47.55
TX,Brazoria,43.98,59,-1.3,45.28
TX,Brazos,32.55,26,-6.87,39.42
TX,Brewster,7.15,7,-5.92,13.07
TX,Briscoe,15.53,18,-5.34,20.87
TX,Brooks,20.62,44,-3.11,23.73
TX,Brown,27.26,67,0.53,26.73
TX,Burleson,32.27,37,-5.22,37.49
TX,Burnet,27.78,47,-2.39,30.17
TX,Caldwell,29.79,47,-3.56,33.35
TX,Calhoun,29.42,28,-8.4,37.82
TX,Callahan,30.58,96,4.81,25.77
TX,Cameron,24.09,64,-0.73,24.82
TX,Camp,49.3,89,4.93,44.37
TX,Carson,14.18,10,-6.48,20.66
TX,Cass,59,111,11.78,47.22
TX,Castro,9.77,3,-8.84,18.61
TX,Chambers,47.07,56,-2.48,49.55
TX,Cherokee,48.14,85,3.8,44.34
TX,Childress,19.22,38,-3.33,22.55
TX,Clay,43.34,119,13.37,29.97
TX,Cochran,9.58,6,-7.89,17.47
TX,Coke,23.68,81,1.75,21.93
TX,Coleman,23.98,53,-1.88,25.86
TX,Collin,46.5,99,8.59,37.91
TX,Collingsworth,17.92,22,-5.29,23.21
TX,Colorado,36.49,48,-3.9,40.39
TX,Comal,27.45,40,-4.99,32.44
TX,Comanche,30.87,84,2.66,28.21
TX,Concho,20.46,35,-3.51,23.97
TX,Cooke,46.94,110,11.45,35.49
TX,Coryell,34.86,77,3.34,31.52
TX,Cottle,19.46,38,-2.92,22.38
TX,Crane,9.14,24,-3.97,13.11
TX,Crockett,13.84,29,-4.22,18.06
TX,Crosby,14.32,13,-5.98,20.3
TX,Culberson,7.23,11,-4.66,11.89
TX,Dallam,11.6,11,-5.01,16.61
TX,Dallas,45.54,107,9.18,36.36
TX,Dawson,12.61,24,-4.78,17.39
TX,Deaf Smith,10.52,3,-7.78,18.3
TX,Delta,51.21,99,8.28,42.93
TX,Denton,47.81,113,12.97,34.84
TX,DeWitt,28.66,34,-5.87,34.53
TX,Dickens,18.08,39,-3.47,21.55
TX,Dimmit,14.52,22,-6.56,21.08
TX,Donley,17.5,30,-4.44,21.94
TX,Duval,20.28,43,-3.43,23.71
TX,Eastland,33.5,99,5.97,27.53
TX,Ector,8.48,14,-5.3,13.78
TX,Edwards,18.57,33,-4.92,23.49
TX,Ellis,46.15,109,9.78,36.37
TX,El Paso,8.17,56,-0.62,8.79
TX,Erath,36.37,98,6.71,29.66
TX,Falls,41.27,95,6.36,34.91
TX,Fannin,50.39,102,9.39,41
TX,Fayette,33.5,47,-3.87,37.37
TX,Fisher,25.65,88,3.72,21.93
TX,Floyd,12.68,7,-7.98,20.66
TX,Foard,24.42,69,0.21,24.21
TX,Fort Bend,42.07,56,,44.07
TX,Franklin,50.14,94,6.27,43.87
TX,Freestone,42.92,81,4.02,38.9
TX,Frio,20.3,41,-3.84,24.14
TX,Gaines,9.59,11,-6.34,15.93
TX,Galveston,47.27,66,0.2,47.07
TX,Garza,17.54,48,-1.96,19.5
TX,Gillespie,26.13,44,-2.86,28.99
TX,Glasscock,14.44,38,-3.27,17.71
TX,Goliad,26.34,29,-6.81,33.15
TX,Gonzales,27.76,38,-5.96,33.72
TX,Gray,16.41,17,-5.75,22.16
TX,Grayson,51.03,116,12.89,38.14
TX,Gregg,47.53,80,2.55,44.98
TX,Grimes,36.52,38,-5.23,41.75
TX,Guadalupe,26.17,39,-5.61,31.78
TX,Hale,11.14,7,-8.24,19.38
TX,Hall,16.81,28,-4.37,21.18
TX,Hamilton,28.88,57,-0.96,29.84
TX,Hansford,16.55,46,-2.5,19.05
TX,Hardeman,24.68,70,0.25,24.43
TX,Hardin,48.58,45,-3.73,52.31
TX,Harris,45.45,59,-0.94,46.39
TX,Harrison,53.73,97,6.7,47.03
TX,Hartley,12.13,14,-5.2,17.33
TX,Haskell,29.46,99,5.41,24.05
TX,Hays,30.91,54,-2.01,32.92
TX,Hemphill,19.64,42,-2.86,22.5
TX,Henderson,48.76,105,7.92,40.84
TX,Hidalgo,29.35,108,6.58,22.77
TX,Hill,41.84,97,7.09,34.75
TX,Hockley,10.53,6,-7.65,18.18
TX,Hood,37.85,94,6.81,31.04
TX,Hopkins,48.98,90,6.38,42.6
TX,Houston,43.28,56,-0.74,44.02
TX,Howard,17.91,60,-0.61,18.52
TX,Hudspeth,7.68,27,-2.6,10.28
TX,Hunt,47.35,95,6.93,40.42
TX,Hutchinson,13.64,12,-5.77,19.41
TX,Irion,18.25,50,-1.7,19.95
TX,Jack,44.53,118,14.58,29.95
TX,Jackson,30.75,23,-8.99,39.74
TX,Jasper,49.89,45,-4.15,54.04
TX,Jeff Davis,8.96,9,-5.79,14.75
TX,Jefferson,48.18,49,-4.06,52.24
TX,Jim Hogg,20.62,60,-1.21,21.83
TX,Jim Wells,24.58,58,-1.73,26.31
TX,Johnson,37.79,87,4.35,33.44
TX,Jones,29.12,99,5.64,23.48
TX,Karnes,26.83,48,-3.29,30.12
TX,Kaufman,40.93,71,1.67,39.26
TX,Kendall,28.64,50,-2.52,31.16
TX,Kenedy,21.84,43,-3.72,25.56
TX,Kent,20.82,67,0.07,20.75
TX,Kerr,24.34,36,-4.21,28.55
TX,Kimble,23.53,47,-2.12,25.65
TX,King,21.17,57,-1.42,22.59
TX,Kinney,15.23,22,-6.24,21.47
TX,Kleberg,22.17,40,-4.63,26.8
TX,Knox,25.5,81,1.48,24.02
TX,Lamar,59.97,116,15.85,44.12
TX,Lamb,9.77,4,-8.64,18.41
TX,Lampasas,30.68,68,1.24,29.44
TX,La Salle,20.2,54,-1.9,22.1
TX,Lavaca,31.96,39,-5.65,37.61
TX,Lee,32.66,46,-3.48,36.14
TX,Leon,42.35,71,1.81,40.54
TX,Liberty,43.21,38,-6.3,49.51
TX,Limestone,43.72,91,6.49,37.23
TX,Lipscomb,19.48,47,-2.39,21.87
TX,Live Oak,27.12,72,0.26,26.86
TX,Llano,27.35,57,-0.96,28.31
TX,Loving,5.6,7,-5.9,11.5
TX,Lubbock,12.65,12,-6.25,18.9
TX,Lynn,13.7,22,-4.83,18.53
TX,McCulloch,21.45,37,-4.12,25.57
TX,McLennan,42.76,109,9.16,33.6
TX,McMullen,23.41,66,-0.43,23.84
TX,Madison,39.53,56,-1.69,41.22
TX,Marion,55.88,107,8.97,46.91
TX,Martin,12.29,30,-4.32,16.61
TX,Mason,24.34,48,-2.29,26.63
TX,Matagorda,34.04,32,-8.16,42.2
TX,Maverick,14.37,20,-5.91,20.28
TX,Medina,20.37,31,-7.14,27.51
TX,Menard,21.67,41,-3.55,25.22
TX,Midland,10.04,17,-5.34,15.38
TX,Milam,32.65,52,-2.17,34.82
TX,Mills,26.72,58,-1.3,28.02
TX,Mitchell,21.33,70,0.85,20.48
TX,Montague,40.57,105,8.26,32.31
TX,Montgomery,42.12,48,-3.7,45.82
TX,Moore,14.06,21,-4.46,18.52
TX,Morris,51.58,91,5.82,45.76
TX,Motley,15.54,17,-5.87,21.41
TX,Nacogdoches,48.15,59,0.7,47.45
TX,Navarro,45.2,98,7.7,37.5
TX,Newton,54.53,63,-0.83,55.36
TX,Nolan,25.23,81,2.22,23.01
TX,Nueces,28.1,64,-0.57,28.67
TX,Ochiltree,18,44,-2.46,20.46
TX,Oldham,11.54,6,-6.17,17.71
TX,Orange,51.36,48,-3.5,54.86
TX,Palo Pinto,35.79,97,6.45,29.34
TX,Panola,54.63,100,7.09,47.54
TX,Parker,37.42,91,5.7,31.72
TX,Parmer,10.33,4,-7.37,17.7
TX,Pecos,10.17,26,-3.23,13.4
TX,Polk,42.8,30,-6.85,49.65
TX,Potter,12.89,10,-6.07,18.96
TX,Presidio,7.66,9,-5.65,13.31
TX,Rains,49.67,104,8.69,40.98
TX,Randall,11.23,4,-8.39,19.62
TX,Reagan,13.97,35,-3.48,17.45
TX,Real,20.24,25,-6.73,26.97
TX,Red River,61.2,115,15.09,46.11
TX,Reeves,6.57,10,-4.9,11.47
TX,Refugio,26.62,34,-7.05,33.67
TX,Roberts,16.47,23,-4.47,20.94
TX,Robertson,37.21,58,-0.23,37.44
TX,Rockwall,39.23,65,0.31,38.92
TX,Runnels,23.17,66,-0.58,23.75
TX,Rusk,49.3,84,3.76,45.54
TX,Sabine,59.79,92,7.85,51.94
TX,San Augustine,52.47,75,1.93,50.54
TX,San Jacinto,41.47,33,-6.2,47.67
TX,San Patricio,29.76,63,-0.79,30.55
TX,San Saba,26.24,56,-1.31,27.55
TX,Schleicher,19.58,46,-2.39,21.97
TX,Scurry,21.52,75,0.99,20.53
TX,Shackelford,31.13,102,5.64,25.49
TX,Shelby,59.26,102,10.25,49.01
TX,Sherman,15.1,33,-2.72,17.82
TX,Smith,49.9,96,6.63,43.27
TX,Somervell,38.34,95,7.17,31.17
TX,Starr,26.74,106,6.6,20.14
TX,Stephens,32.56,99,5.81,26.75
TX,Sterling,18.47,55,-1.6,20.07
TX,Stonewall,27.4,98,5.14,22.26
TX,Sutton,17.31,29,-5.14,22.45
TX,Swisher,12.14,7,-7.7,19.84
TX,Tarrant,39.16,93,5.73,33.43
TX,Taylor,28.3,90,4.22,24.08
TX,Terrell,8.64,17,-4.95,13.59
TX,Terry,10.24,5,-7.15,17.39
TX,Throckmorton,30.5,97,4.51,25.99
TX,Titus,50.04,92,5.04,45
TX,Tom Green,21.77,64,-0.11,21.88
TX,Travis,30.81,52,-1.85,32.66
TX,Trinity,41.02,34,-5.62,46.64
TX,Tyler,47.77,44,-4.31,52.08
TX,Upshur,49.26,92,4.89,44.37
TX,Upton,11.25,34,-3.76,15.01
TX,Uvalde,16.48,12,-8.91,25.39
TX,Val Verde,14.36,33,-3.63,17.99
TX,Van Zandt,46.02,90,4.84,41.18
TX,Victoria,28.12,25,-8.44,36.56
TX,Walker,38.41,32,-5.36,43.77
TX,Waller,39.32,52,-2.76,42.08
TX,Ward,6.87,12,-4.68,11.55
TX,Washington,34.55,38,-4.38,38.93
TX,Webb,18.21,49,-2.33,20.54
TX,Wharton,36.59,43,-4.83,41.42
TX,Wheeler,16.51,16,-6.84,23.35
TX,Wichita,38.85,118,10.76,28.09
TX,Wilbarger,31.5,103,5.56,25.94
TX,Willacy,24.31,62,-0.73,25.04
TX,Williamson,28.69,39,-4.23,32.92
TX,Wilson,25.3,42,-4.47,29.77
TX,Winkler,6.72,11,-5.64,12.36
TX,Wise,42.46,109,10.26,32.2
TX,Wood,51.27,104,8.98,42.29
TX,Yoakum,8.24,4,-8.53,16.77
TX,Young,36.78,114,9.14,27.64
TX,Zapata,19.79,77,0.9,18.89
TX,Zavala,14.48,15,-7.65,22.13
UT,Beaver,8.09,7,-4.51,12.6
UT,Box Elder,8.54,15,-3.48,12.02
UT,Cache,21.53,20,-6.42,27.95
UT,Carbon,9.52,8,-5.22,14.74
UT,Daggett,11.4,15,-3.71,15.11
UT,Davis,18.04,10,-7.3,25.34
UT,Duchesne,11.98,6,-5.8,17.78
UT,Emery,5.76,7,-3.65,9.41
UT,Garfield,9.58,19,-3.47,13.05
UT,Grand,8.12,11,-3.79,11.91
UT,Iron,10.95,19,-3.63,14.58
UT,Juab,5.83,1,-5.89,11.72
UT,Kane,8.5,14,-3.67,12.17
UT,Millard,5.13,2,-4.74,9.87
UT,Morgan,18.76,11,-7.28,26.04
UT,Piute,12.76,13,-4.23,16.99
UT,Rich,12.69,15,-4.03,16.72
UT,Salt Lake,14.81,6,-7.31,22.12
UT,San Juan,6.74,9,-3.95,10.69
UT,Sanpete,12.37,5,-7.16,19.53
UT,Sevier,11.23,8,-5.09,16.32
UT,Summit,19.28,6,-7.62,26.9
UT,Tooele,6.69,8,-3.54,10.23
UT,Uintah,8.36,10,-3.84,12.2
UT,Utah,12.01,4,-7.06,19.07
UT,Wasatch,16.76,5,-8.33,25.09
UT,Washington,13.77,55,-1.37,15.14
UT,Wayne,6.17,9,-3.07,9.24
UT,Weber,19.27,10,-7.6,26.87
VT,Addison,38.22,59,-0.05,38.27
VT,Bennington,45.83,64,0.18,45.65
VT,Caledonia,38.63,44,-1.77,40.4
VT,Chittenden,37.15,48,-1.19,38.34
VT,Essex,40.32,44,-1.62,41.94
VT,Franklin,41.62,54,-0.14,41.76
VT,Grand Isle,37.08,83,2.37,34.71
VT,Lamoille,43.33,55,-0.27,43.6
VT,Orange,38.54,57,-0.82,39.36
VT,Orleans,44.31,64,0.76,43.55
VT,Rutland,38.91,45,-2.24,41.15
VT,Washington,41.09,62,0.6,40.49
VT,Windham,46.83,68,0.64,46.19
VT,Windsor,41.62,62,-0.31,41.93
VA,Accomack,49.14,105,7.31,41.83
VA,Albemarle,50.52,105,8.01,42.51
VA,Alleghany,52.6,123,12.55,40.05
VA,Amelia,54.25,120,11.14,43.11
VA,Amherst,60.58,122,15.9,44.68
VA,Appomattox,61.06,123,18.97,42.09
VA,Arlington,53.07,117,11.4,41.67
VA,Augusta,50.96,118,10.79,40.17
VA,Bath,53.97,123,12.3,41.67
VA,Bedford,62.12,124,18.67,43.45
VA,Bland,59.22,125,18.16,41.06
VA,Botetourt,57.11,124,15.67,41.44
VA,Brunswick,57.81,122,13.48,44.33
VA,Buchanan,65.39,125,20.66,44.73
VA,Buckingham,54.64,120,12.12,42.52
VA,Campbell,62.02,124,19.94,42.08
VA,Caroline,51.6,112,8.9,42.7
VA,Carroll,70.18,125,24.38,45.8
VA,Charles City,64.13,124,20.49,43.64
VA,Charlotte,55.6,119,13.09,42.51
VA,Chesterfield,59.14,122,15.94,43.2
VA,Clarke,43.46,101,5.46,38
VA,Craig,58.22,124,17.11,41.11
VA,Culpeper,48.07,107,7.37,40.7
VA,Cumberland,53.13,116,10.35,42.78
VA,Dickenson,62.84,125,18.85,43.99
VA,Dinwiddie,58.53,123,14.85,43.68
VA,Essex,54.73,117,11.64,43.09
VA,Fairfax,49.23,111,8.21,41.02
VA,Fauquier,46.61,103,6.45,40.16
VA,Floyd,67.88,125,22.83,45.05
VA,Fluvanna,51.22,111,8.86,42.36
VA,Franklin,65.26,125,21.88,43.38
VA,Frederick,42.46,99,5.54,36.92
VA,Giles,58.98,125,18.2,40.78
VA,Gloucester,62.03,123,17.85,44.18
VA,Goochland,51.62,113,8.85,42.77
VA,Grayson,69.34,125,23.83,45.51
VA,Greene,51.92,109,9.14,42.78
VA,Greensville,60.78,124,16,44.78
VA,Halifax,55.99,121,12.94,43.05
VA,Hanover,55.16,119,12.09,43.07
VA,Henrico,58.52,122,15.37,43.15
VA,Henry,66.3,125,21.24,45.06
VA,Highland,54.2,120,10.4,43.8
VA,Isle of Wight,61.16,120,15.03,46.13
VA,James City,65,124,20.57,44.43
VA,King and Queen,59.35,121,15.61,43.74
VA,King George,49.28,108,7.41,41.87
VA,King William,59.48,121,15.98,43.5
VA,Lancaster,56.7,120,13.07,43.63
VA,Lee,72.66,125,22.38,50.28
VA,Loudoun,42.69,82,2.62,40.07
VA,Louisa,50.52,106,7.69,42.83
VA,Lunenburg,53.4,115,10.2,43.2
VA,Madison,51.3,113,9.44,41.86
VA,Mathews,59.28,122,15.55,43.73
VA,Mecklenburg,58.75,124,14.98,43.77
VA,Middlesex,59.21,122,15.38,43.83
VA,Montgomery,58.02,125,17.75,40.27
VA,Nelson,56.14,117,11.85,44.29
VA,New Kent,62.24,124,18.37,43.87
VA,Northampton,51.34,111,9.01,42.33
VA,Northumberland,53.02,113,9.99,43.03
VA,Nottoway,53.11,116,9.87,43.24
VA,Orange,49.69,107,7.73,41.96
VA,Page,47.41,108,7.91,39.5
VA,Patrick,73.15,125,23.6,49.55
VA,Pittsylvania,60.12,124,17,43.12
VA,Powhatan,52.87,114,10.01,42.86
VA,Prince Edward,54.13,118,11.48,42.65
VA,Prince George,64.28,124,20.67,43.61
VA,Prince William,46.47,100,5.92,40.55
VA,Pulaski,62.84,125,23.15,39.69
VA,Rappahannock,47.47,107,8.07,39.4
VA,Richmond,53.53,114,10.44,43.09
VA,Roanoke,60.63,125,18.85,41.78
VA,Rockbridge,54.13,122,12.7,41.43
VA,Rockingham,45.43,105,6.35,39.08
VA,Russell,62.7,125,18.14,44.56
VA,Scott,67.01,125,19.99,47.02
VA,Shenandoah,41.9,98,5.66,36.24
VA,Smyth,64.82,125,19.95,44.87
VA,Southampton,63.64,124,17.45,46.19
VA,Spotsylvania,49.08,102,6.63,42.45
VA,Stafford,47.62,102,6.26,41.36
VA,Surry,66.16,124,21.58,44.58
VA,Sussex,63.89,124,19.26,44.63
VA,Tazewell,61.69,125,16.41,45.28
VA,Warren,45.69,113,8.73,36.96
VA,Washington,63.24,125,18.55,44.69
VA,Westmoreland,52.04,113,9.61,42.43
VA,Wise,66.25,125,18.75,47.5
VA,Wythe,64.73,125,24.53,40.2
VA,York,62.17,123,17.67,44.5
VA,Alexandria City,53.11,118,11.68,41.43
VA,Bristol City,63.51,125,19.01,44.5
VA,Buena Vista City,54.03,121,12.42,41.61
VA,Charlottesville City,50.55,103,7.61,42.94
VA,Chesapeake City,54.03,106,7.38,46.65
VA,Colonial Heights City,62.79,124,19.73,43.06
VA,Covington City,50.52,122,11.96,38.56
VA,Danville City,54.03,115,10.95,43.08
VA,Emporia City,61.15,124,16.43,44.72
VA,Fairfax City,49.67,112,8.38,41.29
VA,Falls Church City,51.63,113,9.8,41.83
VA,Franklin City,63.1,121,16.01,47.09
VA,Fredericksburg City,48.29,100,6.52,41.77
VA,Galax City,68.29,125,23.98,44.31
VA,Hampton City,54.94,116,10.51,44.43
VA,Harrisonburg City,43.8,98,6.02,37.78
VA,Hopewell City,64.64,124,21.4,43.24
VA,Lynchburg City,62.39,124,19.97,42.42
VA,Manassas City,46,101,5.92,40.08
VA,Manassas Park City,46.56,103,6.23,40.33
VA,Martinsville City,66.42,125,21.62,44.8
VA,Newport News City,58.7,120,13.72,44.98
VA,Norfolk City,51.3,104,6.27,45.03
VA,Norton City,64.65,125,17.72,46.93
VA,Petersburg City,62.95,124,19.6,43.35
VA,Poquoson City,55.99,116,12.04,43.95
VA,Portsmouth City,52.86,107,7.1,45.76
VA,Radford City,57.69,125,18.47,39.22
VA,Richmond City,58.22,122,15.16,43.06
VA,Roanoke City,59.23,125,18.05,41.18
VA,Salem City,59.46,125,18.53,40.93
VA,Staunton City,48.72,121,11.29,37.43
VA,Suffolk City,57.22,114,9.91,47.31
VA,Virginia Beach City,52.5,107,7.15,45.35
VA,Waynesboro City,49.52,116,10.21,39.31
VA,Williamsburg City,66.2,124,21.54,44.66
VA,Winchester City,43.71,99,6.35,37.36
WA,Adams,9.31,31,-1.53,10.84
WA,Asotin,17.36,67,0.11,17.25
WA,Benton,5.22,5,-2.92,8.14
WA,Chelan,35.36,52,-1.79,37.15
WA,Clallam,84.43,51,-3.62,88.05
WA,Clark,57.32,24,-8.46,65.78
WA,Columbia,23.55,35,-3.25,26.8
WA,Cowlitz,74.23,55,-2.32,76.55
WA,Douglas,7.74,8,-3.66,11.4
WA,Ferry,18.55,57,-0.41,18.96
WA,Franklin,7.07,19,-2.04,9.11
WA,Garfield,18.65,48,-0.86,19.51
WA,Grant,5.53,9,-2.74,8.27
WA,Grays Harbor,89.5,46,-5.76,95.26
WA,Island,28.41,86,2.38,26.03
WA,Jefferson,98.75,39,-8.76,107.51
WA,King,80.03,90,7.17,72.86
WA,Kitsap,43.28,68,1.15,42.13
WA,Kittitas,29.4,35,-3.73,33.13
WA,Klickitat,15.63,9,-6.86,22.49
WA,Lewis,69.27,49,-2.79,72.06
WA,Lincoln,10.47,20,-2.53,13
WA,Mason,85.12,53,-3.08,88.2
WA,Okanogan,20.16,34,-2.47,22.63
WA,Pacific,80.81,40,-8.97,89.78
WA,Pend Oreille,33.63,57,-0.35,33.98
WA,Pierce,65.7,70,2.11,63.59
WA,San Juan,27.84,60,-0.55,28.39
WA,Skagit,82.31,82,5.9,76.41
WA,Skamania,82.06,37,-8.67,90.73
WA,Snohomish,89.86,87,8.77,81.09
WA,Spokane,18.64,42,-1.41,20.05
WA,Stevens,21.8,54,-0.87,22.67
WA,Thurston,44.9,32,-5.69,50.59
WA,Wahkiakum,72.8,31,-10.26,83.06
WA,Walla Walla,12.45,30,-2.27,14.72
WA,Whatcom,73.88,85,5.59,68.29
WA,Whitman,15.72,34,-1.6,17.32
WA,Yakima,20.26,15,-5.84,26.1
WV,Barbour,54.35,107,6.67,47.68
WV,Berkeley,36.68,56,-1.07,37.75
WV,Boone,59.48,123,13.48,46
WV,Braxton,59.93,122,13.19,46.74
WV,Brooke,39.89,65,0.4,39.49
WV,Cabell,53,120,10.39,42.61
WV,Calhoun,57.46,121,12.47,44.99
WV,Clay,58.82,122,12.5,46.32
WV,Doddridge,56.02,115,10.6,45.42
WV,Fayette,58.18,123,11.36,46.82
WV,Gilmer,56.4,116,10.5,45.9
WV,Grant,42.04,98,3.79,38.25
WV,Greenbrier,56.79,123,12.31,44.48
WV,Hampshire,39.42,89,2.93,36.49
WV,Hancock,43.31,105,5.08,38.23
WV,Hardy,39.63,79,2.08,37.55
WV,Harrison,52.64,113,8.13,44.51
WV,Jackson,54.3,120,11.65,42.65
WV,Jefferson,37.92,59,-0.73,38.65
WV,Kanawha,55.26,119,10.28,44.98
WV,Lewis,56.31,113,9.13,47.18
WV,Lincoln,55.82,121,11.69,44.13
WV,Logan,64.04,124,17.72,46.32
WV,McDowell,61.48,125,16.94,44.54
WV,Marion,46.12,85,2.31,43.81
WV,Marshall,49.22,105,6.37,42.85
WV,Mason,53.7,122,12.13,41.57
WV,Mercer,55.01,124,13.77,41.24
WV,Mineral,37.5,82,1.36,36.14
WV,Mingo,64.26,125,18.79,45.47
WV,Monongalia,43.52,58,-0.1,43.62
WV,Monroe,57.37,125,16.81,40.56
WV,Morgan,39.36,80,2.2,37.16
WV,Nicholas,60.96,118,11.77,49.19
WV,Ohio,42.67,78,1.92,40.75
WV,Pendleton,47.75,114,8.5,39.25
WV,Pleasants,51.02,110,7.96,43.06
WV,Pocahontas,59.67,118,10.67,49
WV,Preston,50.87,80,1.63,49.24
WV,Putnam,50.88,114,7.71,43.17
WV,Raleigh,59.13,125,13.74,45.39
WV,Randolph,63.71,116,10.03,53.68
WV,Ritchie,53.87,113,9.42,44.45
WV,Roane,55.59,118,11.52,44.07
WV,Summers,55.87,125,15.46,40.41
WV,Taylor,48.18,91,3.22,44.96
WV,Tucker,59.02,112,8.4,50.62
WV,Tyler,53.16,115,9.15,44.01
WV,Upshur,59.17,111,7.75,51.42
WV,Wayne,57.28,121,13.4,43.88
WV,Webster,67.21,119,12.5,54.71
WV,Wetzel,53.12,112,8.21,44.91
WV,Wirt,55.03,118,11.61,43.42
WV,Wood,51.67,118,10.13,41.54
WV,Wyoming,62.68,125,15.99,46.69
WI,Adams,37.85,109,6.38,31.47
WI,Ashland,34.26,84,2.45,31.81
WI,Barron,33.66,89,2.57,31.09
WI,Bayfield,33.32,91,3.28,30.04
WI,Brown,39.7,123,9.84,29.86
WI,Buffalo,32.99,75,1.86,31.13
WI,Burnett,29.67,65,0.04,29.63
WI,Calumet,41.57,123,11.43,30.14
WI,Chippewa,31.46,56,-0.55,32.01
WI,Clark,32.02,69,0.27,31.75
WI,Columbia,38.65,113,7.49,31.16
WI,Crawford,36.14,88,3.37,32.77
WI,Dane,36.41,92,4,32.41
WI,Dodge,36.87,107,5.98,30.89
WI,Door,39.05,123,9.36,29.69
WI,Douglas,30.34,68,0.78,29.56
WI,Dunn,31.21,59,0.11,31.1
WI,Eau Claire,32.46,62,0.62,31.84
WI,Florence,38.03,122,8.62,29.41
WI,Fond du Lac,40.94,121,10.55,30.39
WI,Forest,40.72,122,10.28,30.44
WI,Grant,40.28,112,7.39,32.89
WI,Green,39.76,101,6.18,33.58
WI,Green Lake,40.14,118,9.32,30.82
WI,Iowa,38.33,102,5.65,32.68
WI,Iron,36.84,95,3.87,32.97
WI,Jackson,35.54,95,3.88,31.66
WI,Jefferson,35.57,88,3.59,31.98
WI,Juneau,38.01,104,6.38,31.63
WI,Kenosha,40,113,7.71,32.29
WI,Kewaunee,39.19,121,9.39,29.8
WI,La Crosse,34.95,85,3.27,31.68
WI,Lafayette,39.01,101,5.36,33.65
WI,Langlade,40.03,119,8.36,31.67
WI,Lincoln,35.7,99,4.45,31.25
WI,Manitowoc,41.1,124,11.12,29.98
WI,Marathon,35.11,95,3.67,31.44
WI,Marinette,38.05,122,8.75,29.3
WI,Marquette,39.1,117,8.28,30.82
WI,Menominee,40.99,123,10.03,30.96
WI,Milwaukee,36.77,102,5.74,31.03
WI,Monroe,34.56,80,2.5,32.06
WI,Oconto,40.23,124,10.4,29.83
WI,Oneida,38.5,115,7.61,30.89
WI,Outagamie,38.11,118,7.71,30.4
WI,Ozaukee,33.61,87,3.25,30.36
WI,Pepin,32.33,80,1.62,30.71
WI,Pierce,32.96,83,2.4,30.56
WI,Polk,32.25,80,2.05,30.2
WI,Portage,35.96,97,4.51,31.45
WI,Price,32.74,70,0.5,32.24
WI,Racine,39.79,112,7.9,31.89
WI,Richland,37.38,97,5.1,32.28
WI,Rock,37.73,96,4.69,33.04
WI,Rusk,30.99,56,-0.56,31.55
WI,St. Croix,33.82,90,3.47,30.35
WI,Sauk,40.31,113,8.32,31.99
WI,Sawyer,32.51,75,1.46,31.05
WI,Shawano,38.61,118,7.68,30.93
WI,Sheboygan,39.57,123,9.46,30.11
WI,Taylor,32.33,69,0.2,32.13
WI,Trempealeau,34.99,89,3.44,31.55
WI,Vernon,35.86,82,3.08,32.78
WI,Vilas,39.55,120,7.82,31.73
WI,Walworth,39.17,103,5.79,33.38
WI,Washburn,32.19,82,2.03,30.16
WI,Washington,34.4,87,3.39,31.01
WI,Waukesha,35.28,86,3.41,31.87
WI,Waupaca,36.42,108,5.52,30.9
WI,Waushara,36.03,102,4.73,31.3
WI,Winnebago,39.95,121,9.77,30.18
WI,Wood,34.87,93,3.7,31.17
WY,Albany,11.12,7,-3.98,15.1
WY,Big Horn,10.63,20,-2.86,13.49
WY,Campbell,10.78,11,-3.25,14.03
WY,Carbon,11.52,9,-4.45,15.97
WY,Converse,9.17,3,-5.24,14.41
WY,Crook,14.07,21,-3.28,17.35
WY,Fremont,10.64,9,,14.64
WY,Goshen,9.41,5,-5.37,14.78
WY,Hot Springs,9.54,13,-3.72,13.26
WY,Johnson,10.67,8,-4.6,15.27
